variable,test statistic,p.value,response,samples,runtime,method,false.negative.01,false.negative.03,false.negative.05,false.negative.07,false.negative.1,false.positive.01,false.positive.03,false.positive.05,false.positive.07,false.positive.1
Noise,0.16451808356106926,0.935,LL,400,1.3799999999999955,dbrda,0,0,0,0,0,0,0,0,0,0
env1,238.95388886288399,0.001,LL,625,5.140000000000043,dbrda,0,0,0,0,0,0,0,0,0,0
env2,236.9478509081235,0.001,LL,625,5.140000000000043,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7736071616118378,0.461,LL,625,5.140000000000043,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.3429617267324818,0.785,LL,625,5.140000000000043,dbrda,0,0,0,0,0,0,0,0,0,0
env1,237.71537527191123,0.001,LL,625,5.569999999999936,dbrda,0,0,0,0,0,0,0,0,0,0
env2,236.46906881735998,0.001,LL,625,5.569999999999936,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7084591208456239,0.553,LL,625,5.569999999999936,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.21726195532155518,0.904,LL,625,5.569999999999936,dbrda,0,0,0,0,0,0,0,0,0,0
env1,237.4659771706233,0.001,LL,625,5.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
env2,238.5392792137089,0.001,LL,625,5.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.3047910720450053,0.826,LL,625,5.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.2413880030984369,0.871,LL,625,5.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
env1,236.9336295069753,0.001,LL,625,4.889999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
env2,239.36460661370558,0.001,LL,625,4.889999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1912728413440559,0.295,LL,625,4.889999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.8816521628081377,0.133,LL,625,4.889999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
env1,239.57122058128977,0.001,LL,625,5.32000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
env2,236.64309212668405,0.001,LL,625,5.32000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.294712151557312,0.82,LL,625,5.32000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.3397786477326732,0.246,LL,625,5.32000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
env1,357.3241328793253,0.001,LL,900,15.5,dbrda,0,0,0,0,0,0,0,0,0,0
env2,355.56698931260854,0.001,LL,900,15.5,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.05395314963541855,0.997,LL,900,15.5,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1240285899294593,0.305,LL,900,15.5,dbrda,0,0,0,0,0,0,0,0,0,0
env1,355.8470389776899,0.001,LL,900,13.67999999999995,dbrda,0,0,0,0,0,0,0,0,0,0
env2,355.7234083778716,0.001,LL,900,13.67999999999995,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.9984219575218316,0.116,LL,900,13.67999999999995,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1124510135941235,0.34,LL,900,13.67999999999995,dbrda,0,0,0,0,0,0,0,0,0,0
env1,357.41118775624267,0.001,LL,900,14.350000000000023,dbrda,0,0,0,0,0,0,0,0,0,0
env2,357.59759186329006,0.001,LL,900,14.350000000000023,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,2.0202936650384404,0.127,LL,900,14.350000000000023,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8815148808968915,0.419,LL,900,14.350000000000023,dbrda,0,0,0,0,0,0,0,0,0,0
env1,357.36320699916365,0.001,LL,900,15.769999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
env2,357.3396382313679,0.001,LL,900,15.769999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.4174943877233793,0.72,LL,900,15.769999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.404956078649434,0.221,LL,900,15.769999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
env1,357.8916128213039,0.001,LL,900,14.459999999999923,dbrda,0,0,0,0,0,0,0,0,0,0
env2,358.4624217633359,0.001,LL,900,14.459999999999923,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.982355828388544,0.13,LL,900,14.459999999999923,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,2.242034048891397,0.092,LL,900,14.459999999999923,dbrda,0,0,0,0,0,0,0,0,0,1
env1,5.6568782753773155,0.001,LB,25,0.10000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.9779285616170228,0.034,LB,25,0.10000000000002274,dbrda,1,1,0,0,0,0,0,0,0,0
Noise,1.638852027324439,0.068,LB,25,0.10000000000002274,dbrda,0,0,0,0,0,0,0,0,1,1
Noise,1.2817389922660352,0.224,LB,25,0.10000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.389869080007104,0.001,LB,25,0.08999999999991815,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.9128020554877379,0.047,LB,25,0.08999999999991815,dbrda,1,1,0,0,0,0,0,0,0,0
Noise,1.0703518928197477,0.331,LB,25,0.08999999999991815,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5185501360394622,0.91,LB,25,0.08999999999991815,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.366980328215286,0.001,LB,25,0.09000000000003183,dbrda,0,0,0,0,0,0,0,0,0,0
env2,2.0014873252084517,0.035,LB,25,0.09000000000003183,dbrda,1,1,0,0,0,0,0,0,0,0
Noise,1.5742067974282903,0.116,LB,25,0.09000000000003183,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.699363585387646,0.757,LB,25,0.09000000000003183,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.249470415032699,0.001,LB,25,0.08000000000004093,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.8436670335632892,0.056,LB,25,0.08000000000004093,dbrda,1,1,1,0,0,0,0,0,0,0
Noise,0.6864441311416636,0.783,LB,25,0.08000000000004093,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9265408024953935,0.514,LB,25,0.08000000000004093,dbrda,0,0,0,0,0,0,0,0,0,0
env1,6.301705054568052,0.001,LB,25,0.049999999999954525,dbrda,0,0,0,0,0,0,0,0,0,0
env2,2.232097362087514,0.013,LB,25,0.049999999999954525,dbrda,1,0,0,0,0,0,0,0,0,0
Noise,2.4169458337576324,0.009,LB,25,0.049999999999954525,dbrda,0,0,0,0,0,1,1,1,1,1
Noise,2.0877853613239967,0.02,LB,25,0.049999999999954525,dbrda,0,0,0,0,0,0,1,1,1,1
env1,31.424362055017355,0.001,LB,100,0.10999999999989996,dbrda,0,0,0,0,0,0,0,0,0,0
env2,7.004814464376713,0.001,LB,100,0.10999999999989996,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.095461805818597,0.351,LB,100,0.10999999999989996,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.581773878121165,0.795,LB,100,0.10999999999989996,dbrda,0,0,0,0,0,0,0,0,0,0
env1,29.177659201057107,0.001,LB,100,0.14000000000010004,dbrda,0,0,0,0,0,0,0,0,0,0
env2,7.066541583473064,0.001,LB,100,0.14000000000010004,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.5562288022136246,0.115,LB,100,0.14000000000010004,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7483620557564665,0.631,LB,100,0.14000000000010004,dbrda,0,0,0,0,0,0,0,0,0,0
env1,30.925390058553873,0.001,LB,100,0.17000000000007276,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.905000151357153,0.001,LB,100,0.17000000000007276,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5131794414486548,0.86,LB,100,0.17000000000007276,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.3800939103507002,0.954,LB,100,0.17000000000007276,dbrda,0,0,0,0,0,0,0,0,0,0
env1,32.68852200143335,0.001,LB,100,0.18999999999994088,dbrda,0,0,0,0,0,0,0,0,0,0
env2,7.315198487018588,0.001,LB,100,0.18999999999994088,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.182753033109238,0.274,LB,100,0.18999999999994088,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,2.6058433068583797,0.013,LB,100,0.18999999999994088,dbrda,0,0,0,0,0,0,1,1,1,1
env1,27.871861697258858,0.001,LB,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
env2,7.078979871988594,0.001,LB,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.648790323549258,0.093,LB,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,1
Noise,1.0345977179586652,0.373,LB,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
env1,78.86143636578039,0.001,LB,225,0.5299999999999727,dbrda,0,0,0,0,0,0,0,0,0,0
env2,16.951653630237914,0.001,LB,225,0.5299999999999727,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9059227681943,0.483,LB,225,0.5299999999999727,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5746420544687741,0.804,LB,225,0.5299999999999727,dbrda,0,0,0,0,0,0,0,0,0,0
env1,77.25265706749758,0.001,LB,225,0.4499999999999318,dbrda,0,0,0,0,0,0,0,0,0,0
env2,16.944815997112595,0.001,LB,225,0.4499999999999318,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5603156427820265,0.8,LB,225,0.4499999999999318,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4597693237369798,0.174,LB,225,0.4499999999999318,dbrda,0,0,0,0,0,0,0,0,0,0
env1,79.44229226349546,0.001,LB,225,0.5199999999999818,dbrda,0,0,0,0,0,0,0,0,0,0
env2,16.912994712726555,0.001,LB,225,0.5199999999999818,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.6484298325836733,0.126,LB,225,0.5199999999999818,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1641358311306236,0.285,LB,225,0.5199999999999818,dbrda,0,0,0,0,0,0,0,0,0,0
env1,79.42833476995634,0.001,LB,225,0.37999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
env2,16.880671503254817,0.001,LB,225,0.37999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8035460704900771,0.559,LB,225,0.37999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.7980826926519475,0.083,LB,225,0.37999999999999545,dbrda,0,0,0,0,0,0,0,0,0,1
env1,79.59317472100793,0.001,LB,225,0.4600000000000364,dbrda,0,0,0,0,0,0,0,0,0,0
env2,17.01251381866384,0.001,LB,225,0.4600000000000364,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0917402864849841,0.332,LB,225,0.4600000000000364,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.166526871257605,0.311,LB,225,0.4600000000000364,dbrda,0,0,0,0,0,0,0,0,0,0
env1,145.3095166319776,0.001,LB,400,1.7999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
env2,30.562607891468552,0.001,LB,400,1.7999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.993015049009696,0.421,LB,400,1.7999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7391101341308732,0.625,LB,400,1.7999999999999545,dbrda,0,0,0,0,0,0,0,0,0,0
env1,146.34822002693727,0.001,LB,400,1.9099999999999682,dbrda,0,0,0,0,0,0,0,0,0,0
env2,30.407928590063143,0.001,LB,400,1.9099999999999682,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8534029111319225,0.494,LB,400,1.9099999999999682,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.903156097976799,0.078,LB,400,1.9099999999999682,dbrda,0,0,0,0,0,0,0,0,0,1
env1,145.8184889564594,0.001,LB,400,1.8000000000000682,dbrda,0,0,0,0,0,0,0,0,0,0
env2,30.576501334116504,0.001,LB,400,1.8000000000000682,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.4321887065826755,0.895,LB,400,1.8000000000000682,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5700659879573982,0.786,LB,400,1.8000000000000682,dbrda,0,0,0,0,0,0,0,0,0,0
env1,145.558020790628,0.001,LB,400,2.3899999999999864,dbrda,0,0,0,0,0,0,0,0,0,0
env2,30.7668505717288,0.001,LB,400,2.3899999999999864,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0566401336712845,0.377,LB,400,2.3899999999999864,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.3552381906995172,0.227,LB,400,2.3899999999999864,dbrda,0,0,0,0,0,0,0,0,0,0
env1,144.57452375578873,0.001,LB,400,1.8600000000000136,dbrda,0,0,0,0,0,0,0,0,0,0
env2,30.75310347609306,0.001,LB,400,1.8600000000000136,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.311584842146169,0.199,LB,400,1.8600000000000136,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7676598409309148,0.576,LB,400,1.8600000000000136,dbrda,0,0,0,0,0,0,0,0,0,0
env1,233.94611016959186,0.001,LB,625,5.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
env2,48.12916412744929,0.001,LB,625,5.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.5786077993050875,0.144,LB,625,5.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9874864133692166,0.402,LB,625,5.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
env1,232.74435919356182,0.001,LB,625,5.6200000000000045,dbrda,0,0,0,0,0,0,0,0,0,0
env2,48.20662900332451,0.001,LB,625,5.6200000000000045,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7629399178766365,0.605,LB,625,5.6200000000000045,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.4016430708203902,0.91,LB,625,5.6200000000000045,dbrda,0,0,0,0,0,0,0,0,0,0
env1,231.61986304456138,0.001,LB,625,5.019999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
env2,48.657261254119575,0.001,LB,625,5.019999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5311311453088404,0.792,LB,625,5.019999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.5610600517638076,0.15,LB,625,5.019999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
env1,230.7090947590842,0.001,LB,625,5.220000000000027,dbrda,0,0,0,0,0,0,0,0,0,0
env2,48.6967536921684,0.001,LB,625,5.220000000000027,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.5908819501495117,0.125,LB,625,5.220000000000027,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.195360194147581,0.262,LB,625,5.220000000000027,dbrda,0,0,0,0,0,0,0,0,0,0
env1,233.71139867411878,0.001,LB,625,5.110000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
env2,48.481471350505025,0.001,LB,625,5.110000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0661032959578263,0.356,LB,625,5.110000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4489651855252075,0.187,LB,625,5.110000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
env1,345.0072030145458,0.001,LB,900,15.31000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
env2,70.9861902953922,0.001,LB,900,15.31000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7714968208769077,0.602,LB,900,15.31000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.664077812056073,0.656,LB,900,15.31000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
env1,344.26718387742596,0.001,LB,900,15.200000000000045,dbrda,0,0,0,0,0,0,0,0,0,0
env2,71.06862562730427,0.001,LB,900,15.200000000000045,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9751664218412692,0.4,LB,900,15.200000000000045,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.9380297902427508,0.073,LB,900,15.200000000000045,dbrda,0,0,0,0,0,0,0,0,0,1
env1,344.875971323774,0.001,LB,900,15.069999999999936,dbrda,0,0,0,0,0,0,0,0,0,0
env2,71.44334020285822,0.001,LB,900,15.069999999999936,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8642775299609873,0.543,LB,900,15.069999999999936,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8061016693365362,0.56,LB,900,15.069999999999936,dbrda,0,0,0,0,0,0,0,0,0,0
env1,345.0974332110307,0.001,LB,900,14.830000000000041,dbrda,0,0,0,0,0,0,0,0,0,0
env2,71.45645616283751,0.001,LB,900,14.830000000000041,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5717062111440897,0.785,LB,900,14.830000000000041,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.380657068767444,0.201,LB,900,14.830000000000041,dbrda,0,0,0,0,0,0,0,0,0,0
env1,344.9061761052729,0.001,LB,900,15.18999999999994,dbrda,0,0,0,0,0,0,0,0,0,0
env2,71.51504082796868,0.001,LB,900,15.18999999999994,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2809059854460694,0.235,LB,900,15.18999999999994,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2758625723926207,0.235,LB,900,15.18999999999994,dbrda,0,0,0,0,0,0,0,0,0,0
env1,4.761932030686346,0.001,BB,25,0.11000000000001364,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.14488710259399,0.001,BB,25,0.11000000000001364,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6869028819463661,0.726,BB,25,0.11000000000001364,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.1448545582504879,0.996,BB,25,0.11000000000001364,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.704311311355823,0.001,BB,25,0.08000000000004093,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.505793526207145,0.001,BB,25,0.08000000000004093,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,2.7377078883850494,0.005,BB,25,0.08000000000004093,dbrda,0,0,0,0,0,1,1,1,1,1
Noise,0.8496319247139804,0.589,BB,25,0.08000000000004093,dbrda,0,0,0,0,0,0,0,0,0,0
env1,4.480586642079448,0.001,BB,25,0.09000000000003183,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.109175261304507,0.001,BB,25,0.09000000000003183,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5709622347430848,0.81,BB,25,0.09000000000003183,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.483405467676677,0.883,BB,25,0.09000000000003183,dbrda,0,0,0,0,0,0,0,0,0,0
env1,4.482667544828908,0.001,BB,25,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.079595124399366,0.001,BB,25,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.29898654438891514,0.975,BB,25,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9156265375074517,0.527,BB,25,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.533204779945363,0.001,BB,25,0.10000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.522624088203139,0.001,BB,25,0.10000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.496839175359237,0.174,BB,25,0.10000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.5769185542697493,0.104,BB,25,0.10000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
env1,20.710750260793652,0.001,BB,100,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env2,20.05024893214575,0.001,BB,100,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8419601465941469,0.61,BB,100,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9454225531534088,0.484,BB,100,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env1,18.734670412312486,0.001,BB,100,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env2,20.452730504301247,0.001,BB,100,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7599519261152917,0.664,BB,100,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.4847410660917604,0.862,BB,100,0.12000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env1,20.77558843455936,0.001,BB,100,0.18999999999994088,dbrda,0,0,0,0,0,0,0,0,0,0
env2,20.651738859813694,0.001,BB,100,0.18999999999994088,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.7915432804855913,0.065,BB,100,0.18999999999994088,dbrda,0,0,0,0,0,0,0,0,1,1
Noise,1.292344754357844,0.245,BB,100,0.18999999999994088,dbrda,0,0,0,0,0,0,0,0,0,0
env1,21.248571367406313,0.001,BB,100,0.15999999999996817,dbrda,0,0,0,0,0,0,0,0,0,0
env2,21.10759017266721,0.001,BB,100,0.15999999999996817,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4361368611040364,0.176,BB,100,0.15999999999996817,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.531746045882041,0.129,BB,100,0.15999999999996817,dbrda,0,0,0,0,0,0,0,0,0,0
env1,18.337980830100673,0.001,BB,100,0.21000000000003638,dbrda,0,0,0,0,0,0,0,0,0,0
env2,19.810298647031097,0.001,BB,100,0.21000000000003638,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6258183241320457,0.759,BB,100,0.21000000000003638,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9552416472447799,0.464,BB,100,0.21000000000003638,dbrda,0,0,0,0,0,0,0,0,0,0
env1,45.91781646693715,0.001,BB,225,0.4599999999999227,dbrda,0,0,0,0,0,0,0,0,0,0
env2,45.55679027375909,0.001,BB,225,0.4599999999999227,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9448857064377629,0.491,BB,225,0.4599999999999227,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.9601118903148194,0.04,BB,225,0.4599999999999227,dbrda,0,0,0,0,0,0,0,1,1,1
env1,44.85886759048519,0.001,BB,225,0.4900000000000091,dbrda,0,0,0,0,0,0,0,0,0,0
env2,45.866114910541874,0.001,BB,225,0.4900000000000091,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8468381548075351,0.566,BB,225,0.4900000000000091,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5942149580123796,0.81,BB,225,0.4900000000000091,dbrda,0,0,0,0,0,0,0,0,0,0
env1,46.491692675648345,0.001,BB,225,0.42000000000007276,dbrda,0,0,0,0,0,0,0,0,0,0
env2,44.488571321799995,0.001,BB,225,0.42000000000007276,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,2.882716175469291,0.001,BB,225,0.42000000000007276,dbrda,0,0,0,0,0,1,1,1,1,1
Noise,0.5399074147625539,0.814,BB,225,0.42000000000007276,dbrda,0,0,0,0,0,0,0,0,0,0
env1,45.86763984041351,0.001,BB,225,0.4500000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env2,45.62444051872274,0.001,BB,225,0.4500000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5745826614977549,0.824,BB,225,0.4500000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.534243065792939,0.13,BB,225,0.4500000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env1,46.03039226495461,0.001,BB,225,0.43000000000006366,dbrda,0,0,0,0,0,0,0,0,0,0
env2,45.96373599788769,0.001,BB,225,0.43000000000006366,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7759645803440552,0.623,BB,225,0.43000000000006366,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0210664377045506,0.421,BB,225,0.43000000000006366,dbrda,0,0,0,0,0,0,0,0,0,0
env1,82.13317391304841,0.001,BB,400,1.7000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env2,82.14574690045559,0.001,BB,400,1.7000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2010477269907835,0.303,BB,400,1.7000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2573739872910825,0.252,BB,400,1.7000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env1,82.36213248254816,0.001,BB,400,1.7899999999999636,dbrda,0,0,0,0,0,0,0,0,0,0
env2,81.08106524664191,0.001,BB,400,1.7899999999999636,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2116714075770743,0.287,BB,400,1.7899999999999636,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1372113673983681,0.345,BB,400,1.7899999999999636,dbrda,0,0,0,0,0,0,0,0,0,0
env1,82.4670124299916,0.001,BB,400,1.669999999999959,dbrda,0,0,0,0,0,0,0,0,0,0
env2,82.4244777224091,0.001,BB,400,1.669999999999959,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.661044330117276,0.102,BB,400,1.669999999999959,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9092920155886182,0.511,BB,400,1.669999999999959,dbrda,0,0,0,0,0,0,0,0,0,0
env1,81.89887834528923,0.001,BB,400,1.8400000000000318,dbrda,0,0,0,0,0,0,0,0,0,0
env2,82.27851701281907,0.001,BB,400,1.8400000000000318,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.096672827723726,0.352,BB,400,1.8400000000000318,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5183104867952552,0.868,BB,400,1.8400000000000318,dbrda,0,0,0,0,0,0,0,0,0,0
env1,80.87283064349681,0.001,BB,400,1.9399999999999409,dbrda,0,0,0,0,0,0,0,0,0,0
env2,82.2508692024995,0.001,BB,400,1.9399999999999409,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8019168643238026,0.591,BB,400,1.9399999999999409,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5713475920806471,0.775,BB,400,1.9399999999999409,dbrda,0,0,0,0,0,0,0,0,0,0
env1,127.54023369743533,0.001,BB,625,4.940000000000055,dbrda,0,0,0,0,0,0,0,0,0,0
env2,126.50052377861338,0.001,BB,625,4.940000000000055,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5770091288208321,0.789,BB,625,4.940000000000055,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.4104981633358777,0.92,BB,625,4.940000000000055,dbrda,0,0,0,0,0,0,0,0,0,0
env1,127.51701993499039,0.001,BB,625,5.280000000000086,dbrda,0,0,0,0,0,0,0,0,0,0
env2,127.2626909115211,0.001,BB,625,5.280000000000086,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7495813062881898,0.645,BB,625,5.280000000000086,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.852751083219933,0.564,BB,625,5.280000000000086,dbrda,0,0,0,0,0,0,0,0,0,0
env1,126.47617215735441,0.001,BB,625,5.32000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
env2,127.86076049259124,0.001,BB,625,5.32000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7661933313292353,0.624,BB,625,5.32000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4403083469129696,0.163,BB,625,5.32000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
env1,125.72964847569608,0.001,BB,625,5.2000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env2,127.82594964728568,0.001,BB,625,5.2000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
