variable,test statistic,p.value,response,samples,runtime,method,false.negative.01,false.negative.03,false.negative.05,false.negative.07,false.negative.1,false.positive.01,false.positive.03,false.positive.05,false.positive.07,false.positive.1
Noise,0.7036996383767713,0.718,BB,625,5.2000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.284536005962471,0.24,BB,625,5.2000000000000455,dbrda,0,0,0,0,0,0,0,0,0,0
env1,127.60192401094612,0.001,BB,625,5.690000000000055,dbrda,0,0,0,0,0,0,0,0,0,0
env2,127.7416601535948,0.001,BB,625,5.690000000000055,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2785595630875368,0.254,BB,625,5.690000000000055,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2687999118947642,0.242,BB,625,5.690000000000055,dbrda,0,0,0,0,0,0,0,0,0,0
env1,180.6971055311922,0.001,BB,900,16.889999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
env2,179.55304227443116,0.001,BB,900,16.889999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.593632638051126,0.788,BB,900,16.889999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.3923187237027606,0.191,BB,900,16.889999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
env1,179.98914889285803,0.001,BB,900,16.25,dbrda,0,0,0,0,0,0,0,0,0,0
env2,180.66114892483455,0.001,BB,900,16.25,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.260184684739439,0.249,BB,900,16.25,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1473830783609147,0.341,BB,900,16.25,dbrda,0,0,0,0,0,0,0,0,0,0
env1,180.84176155883998,0.001,BB,900,15.31000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
env2,180.84664240174766,0.001,BB,900,15.31000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.850630164005568,0.553,BB,900,15.31000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,2.3490066577950692,0.016,BB,900,15.31000000000006,dbrda,0,0,0,0,0,0,1,1,1,1
env1,180.72986999510113,0.001,BB,900,16.339999999999918,dbrda,0,0,0,0,0,0,0,0,0,0
env2,180.8687021433035,0.001,BB,900,16.339999999999918,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5338034902769836,0.853,BB,900,16.339999999999918,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.8722551580188396,0.055,BB,900,16.339999999999918,dbrda,0,0,0,0,0,0,0,0,1,1
env1,180.491141142499,0.001,BB,900,14.110000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
env2,180.7606966056414,0.001,BB,900,14.110000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9527943996385503,0.472,BB,900,14.110000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9663139547159553,0.45,BB,900,14.110000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
