variable,test statistic,p.value,response,samples,runtime,method,false.negative.01,false.negative.03,false.negative.05,false.negative.07,false.negative.1,false.positive.01,false.positive.03,false.positive.05,false.positive.07,false.positive.1
env2,14.925262438388565,0.001,UB,625,5.892999999999915,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9713372489300018,0.561,UB,625,5.892999999999915,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.978513129849375,0.536,UB,625,5.892999999999915,dbrda,0,0,0,0,0,0,0,0,0,0
env1,14.532816846929645,0.001,UB,625,5.859000000000037,dbrda,0,0,0,0,0,0,0,0,0,0
env2,14.92896431369147,0.001,UB,625,5.859000000000037,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9703133959501731,0.577,UB,625,5.859000000000037,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0022624897054033,0.448,UB,625,5.859000000000037,dbrda,0,0,0,0,0,0,0,0,0,0
env1,14.530308636257377,0.001,UB,625,5.864000000000033,dbrda,0,0,0,0,0,0,0,0,0,0
env2,14.927800214654042,0.001,UB,625,5.864000000000033,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8952650184800212,0.85,UB,625,5.864000000000033,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9701232628951224,0.552,UB,625,5.864000000000033,dbrda,0,0,0,0,0,0,0,0,0,0
env1,14.534342108047479,0.001,UB,625,5.865000000000009,dbrda,0,0,0,0,0,0,0,0,0,0
env2,14.923901945695636,0.001,UB,625,5.865000000000009,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9362996722254244,0.696,UB,625,5.865000000000009,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9363660634530722,0.682,UB,625,5.865000000000009,dbrda,0,0,0,0,0,0,0,0,0,0
env1,16.39831747542655,0.001,UB,900,17.567000000000007,dbrda,0,0,0,0,0,0,0,0,0,0
env2,16.92096906154458,0.001,UB,900,17.567000000000007,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9376958498463449,0.725,UB,900,17.567000000000007,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9944116055152207,0.485,UB,900,17.567000000000007,dbrda,0,0,0,0,0,0,0,0,0,0
env1,16.398223040172926,0.001,UB,900,17.172000000000025,dbrda,0,0,0,0,0,0,0,0,0,0
env2,16.919700469699666,0.001,UB,900,17.172000000000025,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9909659658372376,0.489,UB,900,17.172000000000025,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8974425597233525,0.886,UB,900,17.172000000000025,dbrda,0,0,0,0,0,0,0,0,0,0
env1,16.40670561356382,0.001,UB,900,16.94799999999998,dbrda,0,0,0,0,0,0,0,0,0,0
env2,16.929811116621025,0.001,UB,900,16.94799999999998,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1682995493675772,0.046,UB,900,16.94799999999998,dbrda,0,0,0,0,0,0,0,1,1,1
Noise,1.1023279619868112,0.127,UB,900,16.94799999999998,dbrda,0,0,0,0,0,0,0,0,0,0
env1,16.403772502930213,0.001,UB,900,17.099000000000046,dbrda,0,0,0,0,0,0,0,0,0,0
env2,16.924407768664068,0.001,UB,900,17.099000000000046,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0965850282799712,0.137,UB,900,17.099000000000046,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0079418789179961,0.444,UB,900,17.099000000000046,dbrda,0,0,0,0,0,0,0,0,0,0
env1,16.402431060504007,0.001,UB,900,16.968000000000075,dbrda,0,0,0,0,0,0,0,0,0,0
env2,16.922565526228116,0.001,UB,900,16.968000000000075,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.042353236309109,0.311,UB,900,16.968000000000075,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9654131463345594,0.591,UB,900,16.968000000000075,dbrda,0,0,0,0,0,0,0,0,0,0
env1,6.159912088838831,0.002,LL,25,0.10999999999999988,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.778583950220587,0.004,LL,25,0.10999999999999988,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.3003536967715236,0.821,LL,25,0.10999999999999988,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9804932172570308,0.407,LL,25,0.10999999999999988,dbrda,0,0,0,0,0,0,0,0,0,0
env1,4.857559554823689,0.013,LL,25,0.20000000000000018,dbrda,1,0,0,0,0,0,0,0,0,0
env2,6.428315454301051,0.005,LL,25,0.20000000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.110527809662814,0.301,LL,25,0.20000000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.4720679337803765,0.689,LL,25,0.20000000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
env1,4.847680615333754,0.016,LL,25,0.16999999999999993,dbrda,1,0,0,0,0,0,0,0,0,0
env2,6.232724104798724,0.004,LL,25,0.16999999999999993,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8063606409261953,0.461,LL,25,0.16999999999999993,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7136163847349222,0.515,LL,25,0.16999999999999993,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.740231774746546,0.01,LL,25,0.14000000000000012,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.409312883124673,0.019,LL,25,0.14000000000000012,dbrda,1,0,0,0,0,0,0,0,0,0
Noise,1.1040816853088762,0.336,LL,25,0.14000000000000012,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5714817796490095,0.614,LL,25,0.14000000000000012,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.737367678161883,0.007,LL,25,0.28000000000000025,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.130285799599206,0.012,LL,25,0.28000000000000025,dbrda,1,0,0,0,0,0,0,0,0,0
Noise,0.291866460604824,0.851,LL,25,0.28000000000000025,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.475908515279983,0.209,LL,25,0.28000000000000025,dbrda,0,0,0,0,0,0,0,0,0,0
env1,29.318235406348677,0.001,LL,100,0.3100000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
env2,28.634763646499575,0.001,LL,100,0.3100000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.4258504683331292,0.738,LL,100,0.3100000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,2.4706429858662857,0.079,LL,100,0.3100000000000005,dbrda,0,0,0,0,0,0,0,0,0,1
env1,26.513407268931232,0.001,LL,100,0.3100000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
env2,28.7453743145283,0.001,LL,100,0.3100000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8228078617287735,0.443,LL,100,0.3100000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.850855427645537,0.451,LL,100,0.3100000000000005,dbrda,0,0,0,0,0,0,0,0,0,0
env1,28.192574144108274,0.001,LL,100,0.4299999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
env2,27.849538036885473,0.001,LL,100,0.4299999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.4912677744209099,0.675,LL,100,0.4299999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.2563268293001187,0.877,LL,100,0.4299999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
env1,28.840329025327147,0.001,LL,100,0.3200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
env2,28.88284802369976,0.001,LL,100,0.3200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6300601152141038,0.585,LL,100,0.3200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.773236876134407,0.455,LL,100,0.3200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
env1,25.082534093914546,0.001,LL,100,0.3200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
env2,28.26879490970258,0.001,LL,100,0.3200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.7315415298338905,0.149,LL,100,0.3200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4091535349660993,0.219,LL,100,0.3200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
env1,74.39869835120265,0.001,LL,225,0.8499999999999996,dbrda,0,0,0,0,0,0,0,0,0,0
env2,74.56933058135614,0.001,LL,225,0.8499999999999996,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2063157475504847,0.307,LL,225,0.8499999999999996,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.229043371576135,0.286,LL,225,0.8499999999999996,dbrda,0,0,0,0,0,0,0,0,0,0
env1,72.45673465372228,0.001,LL,225,0.5400000000000009,dbrda,0,0,0,0,0,0,0,0,0,0
env2,74.2324850434645,0.001,LL,225,0.5400000000000009,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7202216646357184,0.52,LL,225,0.5400000000000009,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4031208823270744,0.229,LL,225,0.5400000000000009,dbrda,0,0,0,0,0,0,0,0,0,0
env1,75.49333649081856,0.001,LL,225,0.5399999999999991,dbrda,0,0,0,0,0,0,0,0,0,0
env2,75.4341345350916,0.001,LL,225,0.5399999999999991,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,3.09488468017665,0.034,LL,225,0.5399999999999991,dbrda,0,0,0,0,0,0,0,1,1,1
Noise,0.3204797997910623,0.833,LL,225,0.5399999999999991,dbrda,0,0,0,0,0,0,0,0,0,0
env1,74.41300112404771,0.001,LL,225,0.6399999999999988,dbrda,0,0,0,0,0,0,0,0,0,0
env2,73.39472956339577,0.001,LL,225,0.6399999999999988,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6290312056454932,0.555,LL,225,0.6399999999999988,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6489859997305127,0.575,LL,225,0.6399999999999988,dbrda,0,0,0,0,0,0,0,0,0,0
env1,74.22093607445574,0.001,LL,225,0.52000000000000135,dbrda,0,0,0,0,0,0,0,0,0,0
env2,74.13964800683485,0.001,LL,225,0.52000000000000135,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.2758751419467874,0.838,LL,225,0.52000000000000135,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5791492428509023,0.593,LL,225,0.52000000000000135,dbrda,0,0,0,0,0,0,0,0,0,0
env1,142.66993607678916,0.001,LL,400,1.3200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
env2,143.79165126445534,0.001,LL,400,1.3200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.22346078457097865,0.883,LL,400,1.3200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.36063094246432664,0.793,LL,400,1.3200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
env1,143.60707603352978,0.001,LL,400,1.6499999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
env2,143.2349765587397,0.001,LL,400,1.6499999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.08824798819148728,0.986,LL,400,1.6499999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2211604315476188,0.286,LL,400,1.6499999999999986,dbrda,0,0,0,0,0,0,0,0,0,0
env1,144.77763903327693,0.001,LL,400,1.629999999999999,dbrda,0,0,0,0,0,0,0,0,0,0
env2,144.08675372941624,0.001,LL,400,1.629999999999999,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0922670142478543,0.333,LL,400,1.629999999999999,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0651306929840891,0.334,LL,400,1.629999999999999,dbrda,0,0,0,0,0,0,0,0,0,0
env1,143.19682815207722,0.001,LL,400,1.5599999999999987,dbrda,0,0,0,0,0,0,0,0,0,0
env2,143.90985588913279,0.001,LL,400,1.5599999999999987,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.20236982846701532,0.923,LL,400,1.5599999999999987,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.3386741829461858,0.802,LL,400,1.5599999999999987,dbrda,0,0,0,0,0,0,0,0,0,0
env1,138.46587097073058,0.001,LL,400,1.490000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
env2,144.43110274331804,0.001,LL,400,1.490000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.979602877854158,0.378,LL,400,1.490000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.16451808356087966,0.935,LL,400,1.490000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
env1,238.95388886287958,0.001,LL,625,4.390000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
env2,236.94785090812124,0.001,LL,625,4.390000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7736071616111645,0.461,LL,625,4.390000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.34296172673287495,0.785,LL,625,4.390000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
env1,237.7153752719072,0.001,LL,625,4.329999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
env2,236.4690688173549,0.001,LL,625,4.329999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7084591208448189,0.553,LL,625,4.329999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.21726195532141965,0.904,LL,625,4.329999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
env1,237.46597717061957,0.001,LL,625,4.339999999999996,dbrda,0,0,0,0,0,0,0,0,0,0
env2,238.53927921370567,0.001,LL,625,4.339999999999996,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.304791072044339,0.826,LL,625,4.339999999999996,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.24138800309856623,0.871,LL,625,4.339999999999996,dbrda,0,0,0,0,0,0,0,0,0,0
env1,236.9336295069724,0.001,LL,625,4.420000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
env2,239.36460661370222,0.001,LL,625,4.420000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1912728413441735,0.295,LL,625,4.420000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.8816521628089116,0.133,LL,625,4.420000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
env1,239.5712205812884,0.001,LL,625,4.189999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
env2,236.64309212668167,0.001,LL,625,4.189999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.29471215155863556,0.82,LL,625,4.189999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.33977864773279,0.246,LL,625,4.189999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
env1,357.32413287932354,0.001,LL,900,10.530000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
env2,355.5669893126065,0.001,LL,900,10.530000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.05395314963637914,0.997,LL,900,10.530000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.124028589930269,0.305,LL,900,10.530000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
env1,355.84703897768327,0.001,LL,900,10.5,dbrda,0,0,0,0,0,0,0,0,0,0
env2,355.72340837786527,0.001,LL,900,10.5,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.9984219575200108,0.116,LL,900,10.5,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.112451013593693,0.34,LL,900,10.5,dbrda,0,0,0,0,0,0,0,0,0,0
env1,357.41118775623806,0.001,LL,900,10.200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
env2,357.5975918632849,0.001,LL,900,10.200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,2.020293665037309,0.127,LL,900,10.200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.881514880896878,0.419,LL,900,10.200000000000003,dbrda,0,0,0,0,0,0,0,0,0,0
env1,357.3632069991572,0.001,LL,900,10.530000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
env2,357.3396382313612,0.001,LL,900,10.530000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.4174943877221358,0.72,LL,900,10.530000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4049560786474875,0.221,LL,900,10.530000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
env1,357.8916128212965,0.001,LL,900,10.789999999999992,dbrda,0,0,0,0,0,0,0,0,0,0
env2,358.46242176332845,0.001,LL,900,10.789999999999992,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.9823558283887894,0.13,LL,900,10.789999999999992,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,2.2420340488906736,0.092,LL,900,10.789999999999992,dbrda,0,0,0,0,0,0,0,0,0,1
env1,5.659664318209442,0.001,LB,25,0.05199999999990723,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.8731831045803997,0.043,LB,25,0.05199999999990723,dbrda,1,1,0,0,0,0,0,0,0,0
Noise,1.0888145618704679,0.371,LB,25,0.05199999999990723,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8257604157473553,0.629,LB,25,0.05199999999990723,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.518259005821981,0.001,LB,25,0.03600000000005821,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.8263820882710324,0.058,LB,25,0.03600000000005821,dbrda,1,1,1,0,0,0,0,0,0,0
Noise,0.3676871338498303,0.988,LB,25,0.03600000000005821,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9993576111747902,0.454,LB,25,0.03600000000005821,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.646884891288137,0.001,LB,25,0.04300000000012005,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.8689534886086394,0.04,LB,25,0.04300000000012005,dbrda,1,1,0,0,0,0,0,0,0,0
Noise,0.576915756759134,0.881,LB,25,0.04300000000012005,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2881764788280012,0.237,LB,25,0.04300000000012005,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.6263199163748405,0.001,LB,25,0.03899999999998727,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.8621470843083319,0.039,LB,25,0.03899999999998727,dbrda,1,1,0,0,0,0,0,0,0,0
Noise,0.8692855020753251,0.565,LB,25,0.03899999999998727,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9161778616721977,0.514,LB,25,0.03899999999998727,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.682432049311203,0.001,LB,25,0.04299999999989268,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.8807185566552405,0.038,LB,25,0.04299999999989268,dbrda,1,1,0,0,0,0,0,0,0,0
Noise,1.1507129035046744,0.283,LB,25,0.04299999999989268,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8520201559792865,0.58,LB,25,0.04299999999989268,dbrda,0,0,0,0,0,0,0,0,0,0
env1,12.709953204234882,0.001,LB,100,0.0909999999998945,dbrda,0,0,0,0,0,0,0,0,0,0
env2,3.365529014806509,0.001,LB,100,0.0909999999998945,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2417746019117273,0.153,LB,100,0.0909999999998945,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.140819301412351,0.214,LB,100,0.0909999999998945,dbrda,0,0,0,0,0,0,0,0,0,0
env1,12.661069639491,0.001,LB,100,0.1069999999999709,dbrda,0,0,0,0,0,0,0,0,0,0
env2,3.3525849029872705,0.001,LB,100,0.1069999999999709,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9576004067520797,0.51,LB,100,0.1069999999999709,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0504517293828544,0.339,LB,100,0.1069999999999709,dbrda,0,0,0,0,0,0,0,0,0,0
env1,12.660909830721295,0.001,LB,100,0.09600000000000364,dbrda,0,0,0,0,0,0,0,0,0,0
env2,3.3525425864623415,0.001,LB,100,0.09600000000000364,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8912554735978366,0.618,LB,100,0.09600000000000364,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1155722211667514,0.238,LB,100,0.09600000000000364,dbrda,0,0,0,0,0,0,0,0,0,0
env1,12.604302633063371,0.001,LB,100,0.11300000000005639,dbrda,0,0,0,0,0,0,0,0,0,0
env2,3.337553297115426,0.001,LB,100,0.11300000000005639,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7755303650561012,0.861,LB,100,0.11300000000005639,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7975777358634409,0.831,LB,100,0.11300000000005639,dbrda,0,0,0,0,0,0,0,0,0,0
env1,12.624647154268246,0.001,LB,100,0.10799999999994725,dbrda,0,0,0,0,0,0,0,0,0,0
env2,3.3429404197355583,0.001,LB,100,0.10799999999994725,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9541434604227187,0.494,LB,100,0.10799999999994725,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7748426531710906,0.879,LB,100,0.10799999999994725,dbrda,0,0,0,0,0,0,0,0,0,0
env1,22.93777274996101,0.001,LB,225,0.40300000000002,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.483358663694921,0.001,LB,225,0.40300000000002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9415583767934852,0.524,LB,225,0.40300000000002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.5500120704729097,0.018,LB,225,0.40300000000002,dbrda,0,0,0,0,0,0,1,1,1,1
env1,22.891705055215954,0.001,LB,225,0.4519999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.4723460123860725,0.001,LB,225,0.4519999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.162463770754892,0.165,LB,225,0.4519999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8822597283608853,0.687,LB,225,0.4519999999999982,dbrda,0,0,0,0,0,0,0,0,0,0
env1,22.860603962614746,0.001,LB,225,0.47699999999986176,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.464911182185902,0.001,LB,225,0.47699999999986176,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8981693485841373,0.635,LB,225,0.47699999999986176,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8448800947763498,0.796,LB,225,0.47699999999986176,dbrda,0,0,0,0,0,0,0,0,0,0
env1,22.886039085304265,0.001,LB,225,0.45299999999997453,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.470991541507777,0.001,LB,225,0.45299999999997453,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.106346786393967,0.229,LB,225,0.45299999999997453,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8834179964800404,0.698,LB,225,0.45299999999997453,dbrda,0,0,0,0,0,0,0,0,0,0
env1,22.878215069222215,0.001,LB,225,0.47299999999995634,dbrda,0,0,0,0,0,0,0,0,0,0
env2,5.469121181781249,0.001,LB,225,0.47299999999995634,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8936908301972311,0.637,LB,225,0.47299999999995634,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0201826425546037,0.34,LB,225,0.47299999999995634,dbrda,0,0,0,0,0,0,0,0,0,0
env1,26.010305128935368,0.001,LB,400,1.8409999999998945,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.118466944026345,0.001,LB,400,1.8409999999998945,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8868653433962244,0.829,LB,400,1.8409999999998945,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9569513405263663,0.567,LB,400,1.8409999999998945,dbrda,0,0,0,0,0,0,0,0,0,0
env1,26.011248234853014,0.001,LB,400,1.7179999999998472,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.118688793111013,0.001,LB,400,1.7179999999998472,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8771698646996371,0.86,LB,400,1.7179999999998472,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.981035952683254,0.441,LB,400,1.7179999999998472,dbrda,0,0,0,0,0,0,0,0,0,0
env1,26.005849022379852,0.001,LB,400,1.7419999999999618,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.117418723310713,0.001,LB,400,1.7419999999999618,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8912428746312895,0.822,LB,400,1.7419999999999618,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8845862049811373,0.86,LB,400,1.7419999999999618,dbrda,0,0,0,0,0,0,0,0,0,0
env1,26.01745753337696,0.001,LB,400,1.7530000000001564,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.120149421410935,0.001,LB,400,1.7530000000001564,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.028794624238518,0.328,LB,400,1.7530000000001564,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.924147556788703,0.695,LB,400,1.7530000000001564,dbrda,0,0,0,0,0,0,0,0,0,0
env1,26.037404043082557,0.001,LB,400,1.7349999999999,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.124841487100971,0.001,LB,400,1.7349999999999,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2590742663322045,0.053,LB,400,1.7349999999999,dbrda,0,0,0,0,0,0,0,0,1,1
Noise,0.9981953342267337,0.388,LB,400,1.7349999999999,dbrda,0,0,0,0,0,0,0,0,0,0
env1,28.364115752058957,0.001,LB,625,5.9780000000000655,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.596211973348118,0.001,LB,625,5.9780000000000655,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9526679090723033,0.654,LB,625,5.9780000000000655,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9734159536417164,0.512,LB,625,5.9780000000000655,dbrda,0,0,0,0,0,0,0,0,0,0
env1,28.36283328486466,0.001,LB,625,5.951000000000022,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.595913729414206,0.001,LB,625,5.951000000000022,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9142498268804934,0.859,LB,625,5.951000000000022,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9837140053367338,0.465,LB,625,5.951000000000022,dbrda,0,0,0,0,0,0,0,0,0,0
env1,28.3654324042134,0.001,LB,625,6.000999999999976,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.596518167159537,0.001,LB,625,6.000999999999976,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9613339845836512,0.591,LB,625,6.000999999999976,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9936194655057138,0.443,LB,625,6.000999999999976,dbrda,0,0,0,0,0,0,0,0,0,0
env1,28.36419157082946,0.001,LB,625,5.960000000000036,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.596229605369256,0.001,LB,625,5.960000000000036,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9693324551727198,0.566,LB,625,5.960000000000036,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9584138486077067,0.623,LB,625,5.960000000000036,dbrda,0,0,0,0,0,0,0,0,0,0
env1,28.37184504407795,0.001,LB,625,5.9780000000000655,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.598009457500471,0.001,LB,625,5.9780000000000655,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9990191741631701,0.381,LB,625,5.9780000000000655,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0965410917040084,0.119,LB,625,5.9780000000000655,dbrda,0,0,0,0,0,0,0,0,0,0
