variable,test statistic,p.value,response,samples,runtime,method,false.negative.01,false.negative.03,false.negative.05,false.negative.07,false.negative.1,false.positive.01,false.positive.03,false.positive.05,false.positive.07,false.positive.1
Noise,1.7399790577371732,0.959040959040959,UL,225,745.1609999999928,mvglm,0,0,0,0,0,0,0,0,0,0
env1,1365.7218274470802,9.99000999000999e-4,UL,225,747.2489999999962,mvglm,0,0,0,0,0,0,0,0,0,0
env2,185.82643380195282,9.99000999000999e-4,UL,225,747.2489999999962,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.4742900253475,0.7932067932067932,UL,225,747.2489999999962,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,5.97966645372594,0.5674325674325674,UL,225,747.2489999999962,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2527.394480803301,9.99000999000999e-4,UL,400,1241.1290000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env2,333.20404859794235,9.99000999000999e-4,UL,400,1241.1290000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,0.6623466780697527,1,UL,400,1241.1290000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,2.4931213509223653,0.9090909090909091,UL,400,1241.1290000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2527.394480803301,9.99000999000999e-4,UL,400,1248.7050000000017,mvglm,0,0,0,0,0,0,0,0,0,0
env2,333.20404859794235,9.99000999000999e-4,UL,400,1248.7050000000017,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,2.6824001209652124,0.8821178821178821,UL,400,1248.7050000000017,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.082890817667476,0.5574425574425574,UL,400,1248.7050000000017,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2527.394480803301,9.99000999000999e-4,UL,400,1247.3680000000022,mvglm,0,0,0,0,0,0,0,0,0,0
env2,333.20404859794235,9.99000999000999e-4,UL,400,1247.3680000000022,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,4.424405941389068,0.7132867132867133,UL,400,1247.3680000000022,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.122692573996801,0.8491508491508492,UL,400,1247.3680000000022,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2527.394480803301,9.99000999000999e-4,UL,400,1247.810999999987,mvglm,0,0,0,0,0,0,0,0,0,0
env2,333.20404859794235,9.99000999000999e-4,UL,400,1247.810999999987,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,5.013101089076599,0.6383616383616384,UL,400,1247.810999999987,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,1.1235597818827046,0.99000999000999,UL,400,1247.810999999987,mvglm,0,0,0,0,0,0,0,0,0,0
env1,2527.394480803301,9.99000999000999e-4,UL,400,1247.136999999988,mvglm,0,0,0,0,0,0,0,0,0,0
env2,333.20404859794235,9.99000999000999e-4,UL,400,1247.136999999988,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,11.83778761840017,0.15384615384615385,UL,400,1247.136999999988,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,5.740102406525921,0.5984015984015985,UL,400,1247.136999999988,mvglm,0,0,0,0,0,0,0,0,0,0
env1,4011.3072791236777,9.99000999000999e-4,UL,625,1888.8790000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env2,517.5369948268699,9.99000999000999e-4,UL,625,1888.8790000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,2.620221241030322,0.8881118881118881,UL,625,1888.8790000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,4.097693573012293,0.7282717282717283,UL,625,1888.8790000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env1,4011.3072791236777,9.99000999000999e-4,UL,625,1890.8090000000084,mvglm,0,0,0,0,0,0,0,0,0,0
env2,517.5369948268699,9.99000999000999e-4,UL,625,1890.8090000000084,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,2.5479724548727063,0.8901098901098901,UL,625,1890.8090000000084,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.184822149745742,0.5204795204795205,UL,625,1890.8090000000084,mvglm,0,0,0,0,0,0,0,0,0,0
env1,4011.3072791236777,9.99000999000999e-4,UL,625,1885.2119999999995,mvglm,0,0,0,0,0,0,0,0,0,0
env2,517.5369948268699,9.99000999000999e-4,UL,625,1885.2119999999995,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,9.174290334944544,0.2867132867132867,UL,625,1885.2119999999995,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,7.781649674820528,0.3936063936063936,UL,625,1885.2119999999995,mvglm,0,0,0,0,0,0,0,0,0,0
env1,4011.3072791236777,9.99000999000999e-4,UL,625,1887.425000000003,mvglm,0,0,0,0,0,0,0,0,0,0
env2,517.5369948268699,9.99000999000999e-4,UL,625,1887.425000000003,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,0.9707649325578132,0.99000999000999,UL,625,1887.425000000003,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.4370652956586127,0.8181818181818182,UL,625,1887.425000000003,mvglm,0,0,0,0,0,0,0,0,0,0
env1,4011.3072791236777,9.99000999000999e-4,UL,625,1890.2540000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env2,517.5369948268699,9.99000999000999e-4,UL,625,1890.2540000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,6.038502135153067,0.5124875124875125,UL,625,1890.2540000000008,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,7.429512257996521,0.3906093906093906,UL,625,1890.2540000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env1,5820.0953592788665,9.99000999000999e-4,UL,900,2657.524999999994,mvglm,0,0,0,0,0,0,0,0,0,0
env2,745.0656515552573,9.99000999000999e-4,UL,900,2657.524999999994,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.3011111798341517,0.8061938061938062,UL,900,2657.524999999994,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,3.8969574612087854,0.7372627372627373,UL,900,2657.524999999994,mvglm,0,0,0,0,0,0,0,0,0,0
env1,5820.0953592788665,9.99000999000999e-4,UL,900,2660.446000000011,mvglm,0,0,0,0,0,0,0,0,0,0
env2,745.0656515552573,9.99000999000999e-4,UL,900,2660.446000000011,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,1.7761554412468286,0.9470529470529471,UL,900,2660.446000000011,mvglm,0,0,0,0,0,0,0,0,0,0
Noise,7.071946064794247,0.3936063936063936,UL,900,2660.446000000011,mvglm,0,0,0,0,0,0,0,0,0,0
env1,5820.0953592788665,9.99000999000999e-4,UL,900,2697.324000000008,mvglm,0,0,0,0,0,0,0,0,0,0
env2,745.0656515552573,9.99000999000999e-4,UL,900,2697.324000000008,mvglm,0,0,0,0,0,0,0,0,0,0
