variable,test statistic,p.value,response,response1,response2,samples,runtime,method,false.negative.01,false.negative.03,false.negative.05,false.negative.07,false.negative.1,false.positive.01,false.positive.03,false.positive.05,false.positive.07,false.positive.1
env2,1.2802547145857082,0.0891089108910891,LL,L,L,25,13.5,CQO,1,1,1,1,0,0,0,0,0,0
Noise,0.3207290553284614,0.3069306930693069,LL,L,L,25,13.5,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.18319647780057058,0.6138613861386139,LL,L,L,25,13.5,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.3395137665584627,0.09900990099009901,LL,L,L,25,22.959999999999923,CQO,1,1,1,1,0,0,0,0,0,0
env2,1.3219377379910866,0.04950495049504951,LL,L,L,25,22.959999999999923,CQO,1,1,0,0,0,0,0,0,0,0
Noise,0.23915915592026835,0.40594059405940597,LL,L,L,25,22.959999999999923,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.16821503802388368,0.45544554455445546,LL,L,L,25,22.959999999999923,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.114019521044419,0.1485148514851485,LL,L,L,25,13.509999999999991,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.9114374137083874,0.2871287128712871,LL,L,L,25,13.509999999999991,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.37096615106040165,0.3069306930693069,LL,L,L,25,13.509999999999991,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.5585521529545857,0.04950495049504951,LL,L,L,25,13.509999999999991,CQO,0,0,0,0,0,0,0,1,1,1
env1,0.8622542341871603,0.32673267326732675,LL,L,L,100,177.56999999999994,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.9051910781012962,0.19801980198019803,LL,L,L,100,177.56999999999994,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.04098510949483908,0.7623762376237624,LL,L,L,100,177.56999999999994,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.044597712957071795,0.7029702970297029,LL,L,L,100,177.56999999999994,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.8748713989747069,0.1188118811881188,LL,L,L,100,32.72000000000003,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.8602890798972339,0.0594059405940594,LL,L,L,100,32.72000000000003,CQO,1,1,1,0,0,0,0,0,0,0
Noise,0.026735675394334562,0.7326732673267327,LL,L,L,100,32.72000000000003,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.07374054596116593,0.40594059405940597,LL,L,L,100,32.72000000000003,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.8389029606386386,0.15841584158415842,LL,L,L,100,95.24000000000001,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.8310365816561226,0.09900990099009901,LL,L,L,100,95.24000000000001,CQO,1,1,1,1,0,0,0,0,0,0
Noise,0.033180988250403165,0.8415841584158416,LL,L,L,100,95.24000000000001,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.006893725461129773,0.9801980198019802,LL,L,L,100,95.24000000000001,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.0338134679686495,0.16831683168316833,LL,L,L,100,95.04999999999995,CQO,1,1,1,1,1,0,0,0,0,0
env2,1.0233698151639237,0.039603960396039604,LL,L,L,100,95.04999999999995,CQO,1,1,0,0,0,0,0,0,0,0
Noise,0.015259801622418936,0.8811881188118812,LL,L,L,100,95.04999999999995,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.040589663522357086,0.7128712871287128,LL,L,L,100,95.04999999999995,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.8043340926021704,0,LL,L,L,100,23.5,CQO,0,0,0,0,0,0,0,0,0,0
env2,0.8335099182226441,0.07920792079207921,LL,L,L,100,23.5,CQO,1,1,1,1,0,0,0,0,0,0
Noise,0.05598451637267671,0.45544554455445546,LL,L,L,100,23.5,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.045119953200147354,0.7524752475247525,LL,L,L,100,23.5,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.9178456013508898,0.06930693069306931,LL,L,L,225,206.18999999999994,CQO,1,1,1,0,0,0,0,0,0,0
env2,0.9183340140788304,0.07920792079207921,LL,L,L,225,206.18999999999994,CQO,1,1,1,1,0,0,0,0,0,0
Noise,0.028432871193446528,0.7128712871287128,LL,L,L,225,206.18999999999994,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.003593177289590153,0.9603960396039604,LL,L,L,225,206.18999999999994,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.865889808643974,0.12871287128712872,LL,L,L,225,322.05999999999995,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.8650974380852982,0.04950495049504951,LL,L,L,225,322.05999999999995,CQO,1,1,0,0,0,0,0,0,0,0
Noise,0.01893065731407765,0.8118811881188119,LL,L,L,225,322.05999999999995,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.007780504548368509,0.9702970297029703,LL,L,L,225,322.05999999999995,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.035563861160856,0,LL,L,L,225,225.1300000000001,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.03749083977072,0,LL,L,L,225,225.1300000000001,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.03431207155160586,0.7623762376237624,LL,L,L,225,225.1300000000001,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.008241569424602725,0.9603960396039604,LL,L,L,225,225.1300000000001,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.8866220464013403,0.19801980198019803,LL,L,L,225,211.14999999999964,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.8798996907398207,0.12871287128712872,LL,L,L,225,211.14999999999964,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.03329877214349357,0.7722772277227723,LL,L,L,225,211.14999999999964,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.031249749252102537,0.7326732673267327,LL,L,L,225,211.14999999999964,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.9826282806201364,0.0594059405940594,LL,L,L,225,4280.130000000001,CQO,1,1,1,0,0,0,0,0,0,0
env2,0.9808930842375322,0.1485148514851485,LL,L,L,225,4280.130000000001,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.013345645650261983,0.9207920792079208,LL,L,L,225,4280.130000000001,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.03291779850323641,0.801980198019802,LL,L,L,225,4280.130000000001,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.9112461138560732,0.1188118811881188,LL,L,L,400,402.4400000000003,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.9117535724431569,0.33663366336633666,LL,L,L,400,402.4400000000003,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.0029287787634721604,0.9900990099009901,LL,L,L,400,402.4400000000003,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.010771028700876059,0.801980198019802,LL,L,L,400,402.4400000000003,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.8519966953390269,0.0891089108910891,LL,L,L,400,1132.2400000000002,CQO,1,1,1,1,0,0,0,0,0,0
env2,0.8537464404518148,0.0297029702970297,LL,L,L,400,1132.2400000000002,CQO,1,0,0,0,0,0,0,0,0,0
Noise,0.011522824724093675,0.7623762376237624,LL,L,L,400,1132.2400000000002,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.010629221403043378,0.8712871287128713,LL,L,L,400,1132.2400000000002,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.7920701996484731,0.37623762376237624,LL,L,L,400,347.6999999999998,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.7904080995130283,0.0891089108910891,LL,L,L,400,347.6999999999998,CQO,1,1,1,1,0,0,0,0,0,0
Noise,0.00827974968772818,0.8910891089108911,LL,L,L,400,347.6999999999998,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.014509341499452108,0.8217821782178217,LL,L,L,400,347.6999999999998,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.9950126753174938,0.04950495049504951,LL,L,L,400,116.57000000000062,CQO,1,1,0,0,0,0,0,0,0,0
env2,0.9986716062655885,0.25742574257425743,LL,L,L,400,116.57000000000062,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.041638052713109455,0.4158415841584158,LL,L,L,400,116.57000000000062,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.01707207586358402,0.5841584158415841,LL,L,L,400,116.57000000000062,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.731497342118007,0.26732673267326734,LL,L,L,400,431.10000000000036,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.7326736278285736,0.6039603960396039,LL,L,L,400,431.10000000000036,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.01722428073577456,0.5247524752475248,LL,L,L,400,431.10000000000036,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.004824774502309606,0.9504950495049505,LL,L,L,400,431.10000000000036,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.7179446746798133,0.49504950495049505,LL,L,L,625,934.380000000001,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.7143274806385329,0.49504950495049505,LL,L,L,625,934.380000000001,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.014393659920527456,0.8712871287128713,LL,L,L,625,934.380000000001,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.020680821355473503,0.7128712871287128,LL,L,L,625,934.380000000001,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.9663979747719047,0.40594059405940597,LL,L,L,625,750.9999999999964,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.9622502980342781,0.2376237623762376,LL,L,L,625,750.9999999999964,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.018470576893315785,0.594059405940594,LL,L,L,625,750.9999999999964,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.017639304792599203,0.6336633663366337,LL,L,L,625,750.9999999999964,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.87745390930264,0.3564356435643564,LL,L,L,625,1005.6699999999983,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.8794371007253571,0.2376237623762376,LL,L,L,625,1005.6699999999983,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.005956367303829625,0.9306930693069307,LL,L,L,625,1005.6699999999983,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.011787296019429827,0.7920792079207921,LL,L,L,625,1005.6699999999983,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.9935103606454536,0.009900990099009901,LL,L,L,625,770.8300000000017,CQO,0,0,0,0,0,0,0,0,0,0
env2,0.9930606706562726,0.009900990099009901,LL,L,L,625,770.8300000000017,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.01715237489121852,0.7920792079207921,LL,L,L,625,770.8300000000017,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.007736952124145545,0.8613861386138614,LL,L,L,625,770.8300000000017,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.9928491717940364,0.13861386138613863,LL,L,L,625,1591.939999999995,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.9914945479430989,0.0594059405940594,LL,L,L,625,1591.939999999995,CQO,1,1,1,0,0,0,0,0,0,0
Noise,0.003879041158378481,0.9504950495049505,LL,L,L,625,1591.939999999995,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.02000145535169067,0.6534653465346535,LL,L,L,625,1591.939999999995,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.7347990729838827,0.3069306930693069,LL,L,L,900,1594.5,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.7364359464868949,0.019801980198019802,LL,L,L,900,1594.5,CQO,1,0,0,0,0,0,0,0,0,0
Noise,0.0223409830802076,0.693069306930693,LL,L,L,900,1594.5,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.005302807251648111,0.9504950495049505,LL,L,L,900,1594.5,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.7789085047453206,0.31683168316831684,LL,L,L,900,986.4100000000035,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.7799616257519144,0.09900990099009901,LL,L,L,900,986.4100000000035,CQO,1,1,1,1,0,0,0,0,0,0
Noise,0.011310299643484893,0.7920792079207921,LL,L,L,900,986.4100000000035,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.003009773013636651,0.9801980198019802,LL,L,L,900,986.4100000000035,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.70096159680672665,0.39603960396039606,LL,L,L,900,1218.3700000000026,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.7021937541812121,0.25742574257425743,LL,L,L,900,1218.3700000000026,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.016132356406084958,0.7029702970297029,LL,L,L,900,1218.3700000000026,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.009236618397878444,0.8712871287128713,LL,L,L,900,1218.3700000000026,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.8040257953075163,0.32673267326732675,LL,L,L,900,756.4599999999919,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.8045996078376707,0.39603960396039606,LL,L,L,900,756.4599999999919,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.02047981278100846,0.6633663366336634,LL,L,L,900,756.4599999999919,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.006383439069624592,0.8910891089108911,LL,L,L,900,756.4599999999919,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.9238775339932818,0.12871287128712872,LL,L,L,900,847.7599999999948,CQO,1,1,1,1,1,0,0,0,0,0
env2,0.9239278183635521,0.16831683168316833,LL,L,L,900,847.7599999999948,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.006322651094336075,0.9108910891089109,LL,L,L,900,847.7599999999948,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.008782834922865548,0.9207920792079208,LL,L,L,900,847.7599999999948,CQO,0,0,0,0,0,0,0,0,0,0
env2,5.050415541540906,0,LB,L,B,25,22.37399999999616,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.8199084858110484,0.22772277227722773,LB,L,B,25,22.37399999999616,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.01722823852996661,0.9405940594059405,LB,L,B,25,22.37399999999616,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.08351491130100054,0.46534653465346537,LB,L,B,25,22.37399999999616,CQO,0,0,0,0,0,0,0,0,0,0
env2,4.999438801813951,0,LB,L,B,25,80.25200000000041,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.1154340657022606,0.37623762376237624,LB,L,B,25,80.25200000000041,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.07546437830796376,0.6534653465346535,LB,L,B,25,80.25200000000041,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.07424921019537598,0.5445544554455446,LB,L,B,25,80.25200000000041,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.059464360012149,0.1782178217821782,LB,L,B,25,22.99600000000646,CQO,1,1,1,1,1,0,0,0,0,0
env1,1.053042241185536,0.33663366336633666,LB,L,B,25,22.99600000000646,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.06779806117745134,0.6138613861386139,LB,L,B,25,22.99600000000646,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.09471144714293421,0.5346534653465347,LB,L,B,25,22.99600000000646,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.0581307336645942,0.38613861386138615,LB,L,B,25,28.993999999998778,CQO,1,1,1,1,1,0,0,0,0,0
env1,1.0534658519706404,0.32673267326732675,LB,L,B,25,28.993999999998778,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.0345570066916151,0.8514851485148515,LB,L,B,25,28.993999999998778,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.09352902873443318,0.504950495049505,LB,L,B,25,28.993999999998778,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.3327377210035605,0.13861386138613863,LB,L,B,25,24.79200000000128,CQO,1,1,1,1,1,0,0,0,0,0
env1,1.32153951764166,0.0594059405940594,LB,L,B,25,24.79200000000128,CQO,1,1,1,0,0,0,0,0,0,0
Noise,0.15475559297999925,0.49504950495049505,LB,L,B,25,24.79200000000128,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.07603985842872771,0.5841584158415841,LB,L,B,25,24.79200000000128,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.1170526996034964,0.0297029702970297,LB,L,B,100,89.41599999999744,CQO,1,0,0,0,0,0,0,0,0,0
env1,1.115957832603897,0.09900990099009901,LB,L,B,100,89.41599999999744,CQO,1,1,1,1,0,0,0,0,0,0
Noise,0.02294686268326368,0.5247524752475248,LB,L,B,100,89.41599999999744,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.04381154194896451,0.22772277227722773,LB,L,B,100,89.41599999999744,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.066171650297002,0.13861386138613863,LB,L,B,100,81.70300000000134,CQO,1,1,1,1,1,0,0,0,0,0
env1,1.0660408830139168,0.24752475247524752,LB,L,B,100,81.70300000000134,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.015910032487160202,0.5742574257425742,LB,L,B,100,81.70300000000134,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.005665689915259334,0.900990099009901,LB,L,B,100,81.70300000000134,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.3559574608788392,0,LB,L,B,100,80.64500000000407,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.3553743058948748,0.039603960396039604,LB,L,B,100,80.64500000000407,CQO,1,1,0,0,0,0,0,0,0,0
Noise,0.0010595143097233827,0.9900990099009901,LB,L,B,100,80.64500000000407,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.039782666618344946,0.33663366336633666,LB,L,B,100,80.64500000000407,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.3444339757401278,0,LB,L,B,100,63.16800000000512,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.34429650531562,0.07920792079207921,LB,L,B,100,63.16800000000512,CQO,1,1,1,1,0,0,0,0,0,0
Noise,0.012674675338733881,0.7425742574257426,LB,L,B,100,63.16800000000512,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.01447277022809916,0.7029702970297029,LB,L,B,100,63.16800000000512,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.355362519176364,0.019801980198019802,LB,L,B,100,54.76400000000285,CQO,1,0,0,0,0,0,0,0,0,0
env1,1.354788366673782,0.019801980198019802,LB,L,B,100,54.76400000000285,CQO,1,0,0,0,0,0,0,0,0,0
Noise,0.03911105536296487,0.26732673267326734,LB,L,B,100,54.76400000000285,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.005401423904087845,0.9207920792079208,LB,L,B,100,54.76400000000285,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.3667141055116492,0,LB,L,B,225,110.01499999999942,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.3662598977223206,0,LB,L,B,225,110.01499999999942,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.003639958751856443,0.8613861386138614,LB,L,B,225,110.01499999999942,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.03505750910258578,0.2079207920792079,LB,L,B,225,110.01499999999942,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.3923751199609495,0,LB,L,B,225,107.39199999999983,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.3919408317031527,0,LB,L,B,225,107.39199999999983,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.03289994305153651,0.25742574257425743,LB,L,B,225,107.39199999999983,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.011270718119178211,0.5841584158415841,LB,L,B,225,107.39199999999983,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.2752851932150255,0.0297029702970297,LB,L,B,225,98.43299999999726,CQO,1,0,0,0,0,0,0,0,0,0
env1,1.275165091868936,0.0594059405940594,LB,L,B,225,98.43299999999726,CQO,1,1,1,0,0,0,0,0,0,0
Noise,0.015386651425251658,0.44554455445544555,LB,L,B,225,98.43299999999726,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.008383110297878716,0.7821782178217822,LB,L,B,225,98.43299999999726,CQO,0,0,0,0,0,0,0,0,0,0
env2,3.9488041971339567,0,LB,L,B,225,136.38200000000506,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.82914936269557,0.25742574257425743,LB,L,B,225,136.38200000000506,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.018227376235500525,0.39603960396039606,LB,L,B,225,136.38200000000506,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.0023150991165309747,0.8712871287128713,LB,L,B,225,136.38200000000506,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.3700357256683247,0,LB,L,B,225,393.0780000000086,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.3699305662992627,0.019801980198019802,LB,L,B,225,393.0780000000086,CQO,1,0,0,0,0,0,0,0,0,0
Noise,8.32321709403966e-4,0.9801980198019802,LB,L,B,225,393.0780000000086,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.016962807546411305,0.504950495049505,LB,L,B,225,393.0780000000086,CQO,0,0,0,0,0,0,0,0,0,0
env2,3.9015955298281932,0,LB,L,B,400,283.0320000000065,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.8061442578463673,0.25742574257425743,LB,L,B,400,283.0320000000065,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.003924630047414054,0.801980198019802,LB,L,B,400,283.0320000000065,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.005053029129705263,0.7425742574257426,LB,L,B,400,283.0320000000065,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.2775640043524363,0.009900990099009901,LB,L,B,400,160.05100000000675,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.277343296974737,0.019801980198019802,LB,L,B,400,160.05100000000675,CQO,1,0,0,0,0,0,0,0,0,0
Noise,0.007892567512710445,0.5445544554455446,LB,L,B,400,160.05100000000675,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.02239911794468572,0.26732673267326734,LB,L,B,400,160.05100000000675,CQO,0,0,0,0,0,0,0,0,0,0
env2,3.9036842034614665,0,LB,L,B,400,375.0049999999901,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.7975190927310233,0.5544554455445545,LB,L,B,400,375.0049999999901,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.004168125062485918,0.693069306930693,LB,L,B,400,375.0049999999901,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.007255421878798218,0.5544554455445545,LB,L,B,400,375.0049999999901,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.3498156749830235,0.019801980198019802,LB,L,B,400,412.4509999999864,CQO,1,0,0,0,0,0,0,0,0,0
env1,1.3495371559853881,0,LB,L,B,400,412.4509999999864,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.02521008730044421,0.1782178217821782,LB,L,B,400,412.4509999999864,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.010794106514010894,0.4158415841584158,LB,L,B,400,412.4509999999864,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.369425404842962,0,LB,L,B,400,240.5679999999993,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.3694128467735038,0.039603960396039604,LB,L,B,400,240.5679999999993,CQO,1,1,0,0,0,0,0,0,0,0
Noise,0.002306616255157714,0.9207920792079208,LB,L,B,400,240.5679999999993,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.005397673475409498,0.7425742574257426,LB,L,B,400,240.5679999999993,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.1340588107590184,0.12871287128712872,LB,L,B,625,503.19499999999243,CQO,1,1,1,1,1,0,0,0,0,0
env1,1.1339566269099195,0.09900990099009901,LB,L,B,625,503.19499999999243,CQO,1,1,1,1,0,0,0,0,0,0
Noise,0.0067677486558983466,0.5247524752475248,LB,L,B,625,503.19499999999243,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.013637495108647651,0.27722772277227725,LB,L,B,625,503.19499999999243,CQO,0,0,0,0,0,0,0,0,0,0
env2,3.848815849569035,0,LB,L,B,625,455.98799999999756,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.8100644698231396,0.297029702970297,LB,L,B,625,455.98799999999756,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.0017841392047679028,0.9207920792079208,LB,L,B,625,455.98799999999756,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.007960428842587006,0.40594059405940597,LB,L,B,625,455.98799999999756,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.0640075836398375,0.0891089108910891,LB,L,B,625,678.4550000000017,CQO,1,1,1,1,0,0,0,0,0,0
env1,1.063911228852812,0.19801980198019803,LB,L,B,625,678.4550000000017,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.004089703268774985,0.7425742574257426,LB,L,B,625,678.4550000000017,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.013734779139890688,0.18811881188118812,LB,L,B,625,678.4550000000017,CQO,0,0,0,0,0,0,0,0,0,0
env2,3.8364680524875725,0,LB,L,B,625,642.4030000000057,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.8049258456374851,0.42574257425742573,LB,L,B,625,642.4030000000057,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.01030059520045696,0.26732673267326734,LB,L,B,625,642.4030000000057,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.0027520088379088996,0.7524752475247525,LB,L,B,625,642.4030000000057,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.3975223891784367,0,LB,L,B,625,572.0760000000009,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.3974598529362239,0,LB,L,B,625,572.0760000000009,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.003047137810580399,0.7029702970297029,LB,L,B,625,572.0760000000009,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.012871911439390085,0.25742574257425743,LB,L,B,625,572.0760000000009,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.3939755835273264,0,LB,L,B,900,499.81600000000003,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.3939687452519063,0,LB,L,B,900,499.81600000000003,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.0014947156575513662,0.8514851485148515,LB,L,B,900,499.81600000000003,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.0041649343263599915,0.7524752475247525,LB,L,B,900,499.81600000000003,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.389728610528913,0,LB,L,B,900,586.7420000000002,CQO,0,0,0,0,0,0,0,0,0,0
env1,1.3897087491431832,0.019801980198019802,LB,L,B,900,586.7420000000002,CQO,1,0,0,0,0,0,0,0,0,0
Noise,0.004791569510043543,0.6237623762376238,LB,L,B,900,586.7420000000002,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.005694694496091863,0.45544554455445546,LB,L,B,900,586.7420000000002,CQO,0,0,0,0,0,0,0,0,0,0
env2,1.1280715426047658,0.039603960396039604,LB,L,B,900,1669.3709999999992,CQO,1,1,0,0,0,0,0,0,0,0
env1,1.1279638941983785,0,LB,L,B,900,1669.3709999999992,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.011689015942033008,0.297029702970297,LB,L,B,900,1669.3709999999992,CQO,0,0,0,0,0,0,0,0,0,0
Noise,0.010321131503146539,0.4158415841584158,LB,L,B,900,1669.3709999999992,CQO,0,0,0,0,0,0,0,0,0,0
env2,3.7903630726803836,0,LB,L,B,900,605.8940000000002,CQO,0,0,0,0,0,0,0,0,0,0
env1,0.7507664388098618,0.7227722772277227,LB,L,B,900,605.8940000000002,CQO,1,1,1,1,1,0,0,0,0,0
Noise,0.008779583525029784,0.36633663366336633,LB,L,B,900,605.8940000000002,CQO,0,0,0,0,0,0,0,0,0,0
